crop,soil_type,pH,weather,available_N,available_P,available_K,rec_N,rec_P,rec_K,Urea(kg),SSP(kg),MOP(kg),fertilizer_N,fertilizer_P,fertilizer_K,notes,
Maize,Clay loam,6.1,Humid,Medium (237),Medium (24),High (285),52,20,22,113,0,37,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Cotton,Black soil,5.7,Humid,Low (199),Low (14),High (166),49,16,33,107,0,55,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Groundnut,Black soil,7.7,Normal,Low (168),Low (15),High (122),28,19,29,61,119,48,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Maize,Sandy loam,7.3,Rainy,High (260),Medium (22),High (221),51,23,21,111,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Groundnut,Red soil,6.6,Rainy,Low (155),Medium (16),High (192),33,22,21,72,138,35,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Maize,Alluvial,7.5,Dry,High (285),Medium (17),High (239),55,21,25,120,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Red Gram,Red soil,6.9,Normal,Low (175),Low (11),High (291),28,20,25,61,125,42,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Wheat,Black soil,7.1,Humid,High (291),High (27),High (297),43,16,17,93,100,28,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Paddy,Sandy loam,7.1,Dry,High (280),Low (11),High (258),53,25,24,115,156,40,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Soybean,Red soil,7.5,Dry,Low (151),Low (13),High (269),25,20,16,54,125,27,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Soybean,Sandy loam,5.8,Humid,Medium (232),Low (11),High (185),27,19,25,59,119,42,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Soybean,Clay loam,7.2,Humid,Medium (207),Medium (20),High (290),25,18,19,54,112,32,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Red Gram,Clay loam,6.5,Humid,High (276),High (26),High (294),20,19,19,43,119,32,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Groundnut,Clay loam,6.5,Normal,Low (153),Medium (21),High (145),22,19,22,48,119,37,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Paddy,Sandy loam,5.5,Rainy,High (282),Low (11),High (226),44,15,16,96,94,27,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Cotton,Black soil,6.5,Rainy,Medium (214),Low (13),High (129),39,19,34,85,0,57,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Red soil,6.4,Humid,High (273),High (28),High (145),53,20,22,115,0,37,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Groundnut,Black soil,6.6,Normal,Low (199),Low (10),High (107),29,17,21,63,106,35,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Cotton,Clay loam,5.6,Dry,Medium (232),High (26),High (110),40,19,30,87,0,50,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Sandy loam,6,Humid,High (254),Medium (19),High (270),53,21,21,115,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Potato,Alluvial,5.9,Dry,Medium (201),High (27),High (263),61,29,37,133,0,62,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Red Gram,Black soil,6.4,Rainy,High (278),Medium (24),High (266),24,15,24,52,94,40,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Wheat,Red soil,7,Dry,Medium (230),Low (10),High (112),39,25,20,85,156,33,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Cotton,Clay loam,6.1,Normal,Low (168),Low (13),High (255),50,20,28,109,0,47,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Wheat,Clay loam,6,Rainy,Low (181),Low (11),High (192),38,18,22,83,112,37,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Paddy,Red soil,6.4,Normal,High (275),Medium (19),High (122),54,22,18,117,138,30,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Groundnut,Clay loam,6.8,Rainy,High (281),Low (14),High (274),33,25,29,72,156,48,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Paddy,Black soil,6,Normal,Medium (217),Low (10),High (191),43,22,22,93,138,37,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Cotton,Sandy loam,5.6,Humid,Medium (218),Medium (19),High (200),42,17,26,91,0,43,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Cotton,Black soil,6.7,Humid,Medium (221),Medium (17),High (120),38,22,33,83,0,55,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Paddy,Red soil,6,Dry,Low (160),Medium (18),High (226),43,23,21,93,144,35,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Cotton,Sandy loam,6,Humid,Low (180),Medium (24),High (133),35,18,32,76,0,53,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Wheat,Clay loam,5.5,Humid,Medium (227),Medium (20),High (187),42,20,22,91,125,37,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Red Gram,Red soil,7.6,Normal,High (293),Low (13),High (173),24,18,23,52,112,38,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Tomato,Alluvial,6.2,Dry,Medium (219),Medium (24),High (159),57,22,23,124,0,38,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Soybean,Black soil,7.2,Dry,Low (187),High (30),High (293),28,18,23,61,112,38,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Red Gram,Sandy loam,5.7,Humid,Medium (226),Medium (19),High (132),28,19,24,61,119,40,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Groundnut,Black soil,6.4,Normal,Medium (236),High (29),High (239),21,24,23,46,150,38,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Red Gram,Sandy loam,6.8,Normal,Medium (235),Medium (23),High (258),22,16,15,48,100,25,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Sugarcane,Black soil,6.6,Humid,High (273),Medium (18),High (248),81,35,31,176,0,52,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Soybean,Alluvial,7,Humid,Low (181),Low (10),High (131),25,19,17,54,119,28,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Maize,Alluvial,7.3,Rainy,Low (191),High (30),High (260),51,20,22,111,0,37,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Cotton,Black soil,5.6,Rainy,Low (165),Low (12),High (178),41,18,25,89,0,42,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Groundnut,Sandy loam,5.8,Dry,Low (191),Medium (17),High (266),35,23,28,76,144,47,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Tomato,Black soil,7.2,Dry,Medium (238),Medium (25),High (264),58,20,25,126,0,42,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Sugarcane,Clay loam,6,Rainy,High (297),Low (13),High (273),82,25,34,178,0,57,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Cotton,Black soil,5.7,Rainy,Medium (219),Medium (24),High (154),43,24,34,93,0,57,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Cotton,Red soil,6.2,Humid,Low (194),Medium (19),High (271),42,18,32,91,0,53,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Potato,Clay loam,6.9,Normal,High (289),Low (14),High (168),64,22,35,139,0,58,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Soybean,Black soil,6.4,Humid,High (280),High (30),High (266),25,15,15,54,94,25,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Soybean,Alluvial,6.5,Dry,High (270),Low (11),High (107),23,16,16,50,100,27,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Potato,Sandy loam,7.4,Humid,Medium (215),High (30),High (104),54,25,31,117,0,52,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Potato,Alluvial,6.7,Rainy,High (300),Medium (17),High (256),69,26,38,150,0,63,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Red Gram,Red soil,5.8,Rainy,Medium (234),High (26),High (300),28,17,17,61,106,28,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Groundnut,Sandy loam,7.8,Rainy,Medium (247),Low (10),High (263),20,21,24,43,131,40,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Sugarcane,Red soil,6.7,Dry,Medium (250),High (26),High (234),81,25,39,176,0,65,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Groundnut,Black soil,6.7,Humid,Low (158),Medium (19),High (216),23,19,22,50,119,37,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Red Gram,Red soil,6.4,Rainy,Medium (211),High (29),High (262),28,19,21,61,119,35,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Wheat,Sandy loam,5.8,Humid,High (270),Low (10),High (104),40,18,19,87,112,32,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Red Gram,Clay loam,6.2,Normal,Low (196),High (28),High (128),20,19,16,43,119,27,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Paddy,Alluvial,6.5,Normal,Medium (222),Low (11),High (115),53,24,24,115,150,40,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Tomato,Alluvial,7.6,Humid,Medium (202),Low (10),High (238),45,23,29,98,0,48,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Cotton,Black soil,5.8,Dry,High (259),Medium (18),High (294),35,25,29,76,0,48,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Potato,Alluvial,7.1,Rainy,Medium (249),Low (11),High (108),67,25,31,146,0,52,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Potato,Clay loam,7.6,Humid,High (263),Low (13),High (211),63,22,32,137,0,53,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Sugarcane,Red soil,7,Humid,Medium (238),Medium (25),High (165),99,31,36,215,0,60,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Potato,Alluvial,5.6,Humid,High (282),Medium (25),High (252),53,21,33,115,0,55,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Tomato,Alluvial,5.6,Rainy,Low (160),High (27),High (126),49,25,26,107,0,43,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Soybean,Black soil,6.6,Normal,High (300),High (26),High (287),29,19,19,63,119,32,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Paddy,Black soil,6.6,Rainy,Medium (239),Low (15),High (244),55,17,25,120,106,42,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Potato,Red soil,5.5,Dry,Medium (224),High (26),High (247),70,26,30,152,0,50,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Wheat,Red soil,5.7,Rainy,High (283),Medium (25),High (172),46,15,23,100,94,38,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Potato,Black soil,7.5,Humid,High (272),Medium (23),High (157),50,21,31,109,0,52,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Paddy,Alluvial,5.9,Normal,Medium (234),Medium (21),High (215),53,23,25,115,144,42,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Maize,Clay loam,6.8,Humid,Medium (249),Medium (19),High (216),58,22,25,126,0,42,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Potato,Sandy loam,7.2,Humid,Low (185),High (26),High (184),57,26,36,124,0,60,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Soybean,Red soil,5.8,Normal,High (260),Medium (20),High (214),26,15,25,57,94,42,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Red Gram,Alluvial,7.7,Rainy,High (300),Low (10),High (260),24,16,23,52,100,38,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Tomato,Red soil,7.1,Normal,High (276),Medium (25),High (299),45,22,25,98,0,42,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Red Gram,Clay loam,5.9,Dry,Medium (249),Medium (24),High (120),23,15,20,50,94,33,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Tomato,Red soil,7.5,Rainy,Medium (221),High (30),High (204),56,23,29,122,0,48,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Paddy,Red soil,6.7,Normal,High (297),Low (10),High (135),47,25,17,102,156,28,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Sugarcane,Red soil,5.8,Dry,Low (196),Medium (24),High (210),80,33,33,174,0,55,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Tomato,Sandy loam,7.8,Rainy,High (296),Medium (19),High (140),54,25,33,117,0,55,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Soybean,Sandy loam,5.5,Dry,High (284),High (30),High (224),30,18,17,65,112,28,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Wheat,Sandy loam,7.1,Humid,Medium (215),Medium (19),High (240),44,21,21,96,131,35,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Paddy,Sandy loam,6.4,Humid,Medium (217),Medium (24),High (176),53,18,24,115,112,40,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Red Gram,Sandy loam,7,Dry,Low (172),Medium (23),High (176),23,17,15,50,106,25,Urea,SSP,MOP,Apply NPK basal; split K at flowering,
Groundnut,Clay loam,6.1,Normal,Medium (235),Low (15),High (255),23,18,24,50,112,40,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Cotton,Clay loam,7.4,Dry,Medium (226),High (28),High (131),45,19,31,98,0,52,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Sandy loam,7.5,Rainy,Low (187),Medium (21),High (218),59,22,21,128,0,35,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Cotton,Clay loam,7.3,Humid,Low (182),Medium (18),High (268),44,25,25,96,0,42,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Tomato,Red soil,7.2,Rainy,Medium (243),High (30),High (172),46,28,26,100,0,43,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Sugarcane,Sandy loam,7.8,Humid,Medium (227),Low (15),High (127),87,26,40,189,0,67,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Maize,Red soil,5.7,Dry,Low (179),High (28),High (121),58,22,24,126,0,40,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Potato,Clay loam,7.2,Normal,High (280),Medium (16),High (187),50,29,33,109,0,55,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Potato,Black soil,6.1,Dry,Low (152),Medium (18),High (137),57,27,30,124,0,50,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Paddy,Black soil,6.9,Dry,Low (169),High (28),High (158),40,20,22,87,125,37,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Groundnut,Alluvial,7.6,Dry,Low (199),Medium (20),High (230),31,22,26,67,138,43,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Tomato,Black soil,7.6,Dry,Medium (227),Medium (16),High (108),47,22,34,102,0,57,Urea,DAP,MOP,Additional foliar sprays recommended; N & K in splits,
Soybean,Clay loam,6.8,Dry,Low (175),Medium (23),High (188),28,17,24,61,106,40,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Groundnut,Black soil,7.4,Dry,High (300),Medium (17),High (276),30,16,28,65,100,47,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Cotton,Red soil,6.6,Rainy,Low (181),High (29),High (142),46,16,28,100,0,47,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Maize,Alluvial,6.9,Normal,Medium (201),Medium (21),High (117),51,22,24,111,0,40,Urea,DAP,MOP,"Half N basal, half at knee-high stage; P & K basal",
Wheat,Sandy loam,5.7,Humid,Medium (230),Medium (25),High (294),49,20,15,107,125,25,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Potato,Clay loam,7.7,Normal,High (279),High (30),High (114),52,30,37,113,0,62,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Potato,Black soil,7.1,Dry,High (281),Medium (25),High (263),58,21,37,126,0,62,Urea,DAP,MOP,Add organic manure at planting; N & K split,
Groundnut,Clay loam,7.6,Dry,Medium (229),Medium (21),High (190),25,23,29,54,144,48,Urea,SSP,MOP,Apply gypsum at pegging; NPK basal,
Cotton,Sandy loam,7.5,Dry,High (281),Low (10),High (166),49,17,26,107,0,43,Urea,DAP,MOP,Apply ZnSO₄ if deficiency seen; N in splits,
Paddy,Black soil,5.5,Rainy,Low (164),High (30),High (217),50,25,19,109,156,32,Urea,SSP,MOP,Apply N in 2–3 splits; P & K basal at planting,
Wheat,Sandy loam,6.2,Humid,Low (174),Low (13),High (160),50,15,23,109,94,38,Urea,SSP,MOP,Top-dress N at crown root initiation; P & K basal,
Soybean,Alluvial,6.7,Rainy,Medium (250),Medium (19),High (276),22,17,18,48,106,30,Urea,SSP,MOP,Apply NPK basal; ensure proper rhizobium inoculation,
Sugarcane,Red soil,6.7,Normal,Medium (233),Low (10),High (191),86,33,39,187,0,65,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Sugarcane,Alluvial,6.1,Normal,Low (165),Low (14),High (154),97,30,36,211,0,60,Urea,DAP,MOP,Apply N & K in 3 splits; P basal,
Rice,Loamy,6.5,humid,250,60,50,120,60,40,260,160,60,Urea,SSP,MOP,Suitable for Kharif season; requires standing water.,
Wheat,Clay loam,6.8,cool and dry,200,55,45,100,50,40,220,140,55,Urea,SSP,MOP,Requires irrigation at regular intervals during Rabi season.,
Maize,Sandy loam,6.8,warm and dry,220,60,50,120,60,50,250,150,60,Urea,SSP,MOP,Best grown in summer; prefers well-drained soil.,
Sugarcane,Clay,6.4,hot and humid,300,70,60,150,70,60,320,180,80,Urea,SSP,MOP,Long duration crop; requires abundant water.,
Cotton,Black,6.7,warm and semi-arid,240,55,50,100,50,50,210,120,60,Urea,SSP,MOP,Suitable for black soils; avoid waterlogging.,
Groundnut,Sandy loam,6.2,warm and moist,180,45,40,90,45,40,200,100,50,Urea,SSP,MOP,Prefers loose sandy soil; ideal for rainfed areas.,
Soybean,Clay loam,6.6,moderate rainfall,210,50,45,90,45,40,190,110,50,Urea,SSP,MOP,Leguminous crop; fixes atmospheric nitrogen.,
Tomato,Loamy,6,warm and humid,230,60,55,110,55,50,240,150,60,Urea,SSP,MOP,Requires moderate rainfall and good drainage.,
Potato,Sandy loam,5.8,cool and moist,250,60,55,120,60,55,260,150,70,Urea,SSP,MOP,Best in cool climates with good irrigation.,
Paddy,Clay loam,6.5,humid and wet,260,65,55,130,65,45,270,160,65,Urea,SSP,MOP,Needs standing water during growing season.,
Banana,Loamy,6.8,hot and humid,280,65,70,150,60,80,330,170,100,Urea,SSP,MOP,Requires heavy irrigation and rich organic matter; ideal for tropical regions.,
Onion,Sandy loam,6.5,cool and dry,220,55,50,100,45,45,230,120,55,Urea,SSP,MOP,Prefers cool climate; avoid excess moisture during bulb formation.,
Sunflower,Black,6.7,warm and semi-arid,210,50,45,90,40,50,200,100,60,Urea,SSP,MOP,Needs full sunlight and moderate rainfall; suitable for dryland farming.,
Coffee,Clay loam,6.3,humid and cool,230,60,55,100,50,50,240,130,55,Urea,SSP,MOP,Grows well in shaded, high-altitude regions with regular rainfall.
Banana,Sandy loam,6.5,humid and hot,270,60,65,140,55,75,310,160,90,Urea,SSP,MOP,Heavy feeder; frequent irrigation and organic mulch recommended.,
Tomato,Loamy,6.5,warm and humid,250,60,80,120,50,70,260,130,90,Urea,SSP,MOP,Requires moderate rainfall and staking; avoid waterlogging.,
Brinjal,Clay loam,6.8,hot and moist,220,55,65,110,45,60,240,120,80,Urea,SSP,MOP,Grows best in warm climates; regular irrigation improves yield.,
Chili,Sandy loam,6.6,hot and dry,200,50,55,100,40,50,220,110,60,Urea,SSP,MOP,Requires good drainage; avoid high humidity during flowering.,
Mango,Alluvial,6.7,tropical and dry,240,58,70,90,40,60,210,100,70,Urea,SSP,MOP,Deep-rooted crop; needs dry spell for flowering and humid period for fruiting.,
Guava,Loamy,6.4,tropical and humid,230,60,68,100,45,65,220,115,85,Urea,SSP,MOP,Tolerant to varying soil types; pruning improves fruit quality.,
Barley,Loamy,6.5-7.5,cool and dry,180,25,120,80,40,30,175,250,50,Urea,SSP,MOP,Apply basal dose before sowing and top dress urea at tillering stage.,
Millet,Sandy loam,6.0-7.5,hot and dry,150,20,100,60,30,30,130,200,50,Urea,SSP,MOP,Requires less fertilizer; apply nitrogen in two equal splits.,
Sorghum,Clay loam,6.5-7.8,semi-arid,160,25,90,100,50,40,200,300,60,Urea,SSP,MOP,Apply nitrogen at 30 and 45 days after sowing for better growth.,
Pigeon pea,Black clay,6.0-7.0,warm and humid,120,30,80,20,50,20,45,300,40,Urea,SSP,MOP,Phosphorus is critical for root development in pulses.,
Green gram,Sandy loam,6.2-7.2,warm and dry,130,35,100,25,60,25,55,350,45,Urea,SSP,MOP,Apply full dose of P and K at sowing, nitrogen lightly.
Soybean,clay loam,6.5-7.0,moderate rainfall,160,40,110,60,40,30,130,250,50,Urea,SSP,MOP,Apply fertilizers at sowing; avoid waterlogging.,
Mustard,Alluvial,6.0-7.5,cool and dry,170,45,100,80,40,40,150,250,55,Urea,SSP,MOP,Apply half nitrogen at sowing and half after 30 days.,
Sesame,Sandy loam,5.8-7.0,warm and dry,110,25,70,40,30,30,90,200,45,Urea,SSP,MOP,Light soils are ideal; avoid excess nitrogen.,
Cabbage,Loamy,6.0-7.0,cool and moist,220,55,180,120,60,80,250,400,100,Urea,SSP,MOP,Apply fertilizers in split doses and maintain soil moisture.,
Okra,Loamy,6.0-6.8,warm and humid,200,50,150,100,60,50,220,350,75,Urea,SSP,MOP,Top dress nitrogen 30 days after sowing for best yield.,
Pumpkin,Well-drained loam,6.0-7.5,warm,180,40,120,80,40,60,180,300,80,Urea,SSP,MOP,Apply half nitrogen at vining stage.,
Papaya,Loamy,6.0-7.5,warm and humid,200,45,200,250,50,250,300,400,200,Urea,SSP,MOP,Apply fertilizers every 3 months after planting.,
Pomegranate,Black soil,6.5-7.5,dry and hot,180,30,160,200,50,150,250,300,150,Urea,SSP,MOP,Apply fertilizers before flowering for good fruit set.,
Grapes,Deep loamy,6.0-7.5,moderate,190,40,180,250,60,250,275,400,175,Urea,SSP,MOP,Apply nitrogen and potash before pruning.,
Coconut,Sandy loam,5.5-7.0,tropical and humid,250,40,300,500,320,1200,1000,500,750,Urea,SSP,MOP,Apply fertilizers in circular basins twice a year.,
Tomato,Loamy,6.0-7.0,warm and moderate rainfall,200,45,180,100,60,80,220,350,100,Urea,SSP,MOP,Apply half N and full P & K at transplanting; rest nitrogen after 30 days.,
Onion,Light loam,6.0-7.5,cool and dry,180,50,160,120,60,80,250,400,100,Urea,SSP,MOP,Split nitrogen into three doses; irrigation is crucial at bulb formation.,
Potato,Well-drained loam,5.5-6.5,cool and humid,250,60,200,150,80,100,300,500,120,Urea,SSP,MOP,Add FYM before planting; apply nitrogen in two splits.,
Carrot,Sandy loam,6.0-6.8,cool climate,180,45,150,80,50,80,150,350,80,Urea,SSP,MOP,Ensure proper drainage; apply nitrogen at 30 days.,
Cauliflower,Loamy,6.0-7.0,cool and moist,220,55,180,120,60,80,250,400,100,Urea,SSP,MOP,Top dress nitrogen twice during growth for better curd development.,
Brinjal,Clay loam,6.0-6.8,warm and humid,200,50,180,100,60,80,220,350,100,Urea,SSP,MOP,Apply nitrogen in three splits; avoid waterlogging.,
Banana,Alluvial,6.0-7.5,tropical and humid,300,60,250,200,50,300,400,500,200,Urea,SSP,MOP,Apply fertilizers in six splits during crop growth.,
Mango,Well-drained loam,6.0-7.5,tropical,180,40,150,200,50,150,250,300,150,Urea,SSP,MOP,Apply fertilizers before flowering and after fruit harvest.,
Papaya (hybrid),Loamy,6.0-7.5,warm and humid,220,50,200,250,60,200,300,400,150,Urea,SSP,MOP,Top dress nitrogen and potassium every 3 months.,
Chili,Light loam,6.0-7.5,hot and dry,160,40,140,100,50,80,180,300,80,Urea,SSP,MOP,Split nitrogen; adequate irrigation improves fruit set.,
Marigold,Loamy,6.0-7.0,warm and sunny,180,45,150,100,50,80,200,350,100,Urea,SSP,MOP,Apply half N and full P & K at planting; rest nitrogen after 30 days of growth.,
Rose,Well-drained loam,6.0-7.5,cool and moderate,200,50,180,120,60,100,250,400,120,Urea,SSP,MOP,Add organic manure; split nitrogen every 45 days for better blooms.,
Jasmine,Light clay,6.5-7.5,warm and humid,150,40,120,100,50,80,180,300,80,Urea,SSP,MOP,Top dress nitrogen after each flowering flush; ensure irrigation in dry season.,
Chrysanthemum,Sandy loam,6.0-7.0,cool and bright,180,45,150,120,50,100,220,350,100,Urea,SSP,MOP,Apply fertilizers in two splits — half at transplanting and half at bud stage.,
Tuberose,Loamy,6.0-7.5,warm and moist,200,50,160,150,60,100,250,400,120,Urea,SSP,MOP,Apply N in three splits; irrigate regularly for continuous spike formation.,
Turmeric,Well-drained loam,5.5-7.0,warm and humid,220,50,200,120,50,100,260,400,120,Urea,SSP,MOP,Apply FYM before planting and split nitrogen into three equal doses at 45-day intervals.,
Black_pepper,Well-drained red loam,5.5-6.5,humid tropical,200,60,180,100,60,140,220,400,180,Urea,SSP,MOP,Provide organic mulch and split fertilizer into two doses before and after monsoon.,
Cardamom,Rich forest loam,5.5-6.0,humid and cool,180,50,160,100,50,140,220,350,160,Urea,SSP,MOP,Apply fertilizers in two splits along with organic compost; keep shade maintained.,
Ginger,Loamy,5.5-6.5,warm and moist,200,50,180,120,60,100,250,400,120,Urea,SSP,MOP,Apply half N and full P&K at planting; remaining N in two equal splits after 45 and 90 days.,
Coriander,Well-drained loam,6.0-7.5,cool and dry,150,40,120,80,40,60,180,300,80,Urea,SSP,MOP,Apply basal dose at sowing and rest nitrogen 30 days after germination.,
Cumin,Sandy loam,6.0-7.5,dry and cool,140,40,100,60,40,50,150,250,60,Urea,SSP,MOP,Use light irrigation and avoid waterlogging; apply nitrogen in two equal splits.,
Fenugreek,Clay loam,6.0-7.0,cool and dry,150,45,120,60,40,50,150,250,80,Urea,SSP,MOP,Apply fertilizers as basal dose; inoculate seeds with Rhizobium culture for better N fixation.,
Mustard,Alluvial,6.0-7.5,cool and dry,180,50,150,80,40,60,200,300,90,Urea,SSP,MOP,Apply nitrogen in two equal splits; maintain adequate soil moisture during flowering.,
